-1.274511508039907108e-03,-1.864479323868020288e-04,4.417879108463421069e-05,-1.441498910046175828e-03,-1.441498910046205536e-03,-1.441498910046189489e-03,-1.441498910046193826e-03,-1.187034850847421437e-17,1.280652070688293419e-02,-6.008833487404255727e-03,-2.250565048742766625e-02,2.709798216535172736e-17,0.000000000000000000e+00
-6.433908671513818289e-01,-4.869936528577423762e-01,-3.381815166083013136e-01,-9.026814465515137442e+00,-9.003900058334705747e+00,-9.019711229661506735e+00,-9.011003294188302704e+00,4.502279121202381988e-03,1.041647782115005327e+01,-2.540417165792462129e+01,1.495632116569827197e+01,-4.919146784232899215e-03,0.000000000000000000e+00
-6.468205580886257078e-01,-4.870526196181250711e-01,-3.391778392216259208e-01,-9.092054270659140514e+00,-8.988994240207352604e+00,-9.062148365870021038e+00,-9.018900144996440105e+00,-2.713441437173606460e-02,1.047486656224334034e+01,-2.544334267613625045e+01,1.493762812403833351e+01,-9.977757362655735596e-03,0.000000000000000000e+00
-6.504919781527492839e-01,-4.871086427591275192e-01,-3.401353509275889531e-01,-9.147882302404770627e+00,-8.979388950828402827e+00,-9.099581703877843708e+00,-9.027689549355297771e+00,-5.811811048229567622e-02,1.053771541398433698e+01,-2.548033816013657216e+01,1.491297114783792033e+01,-1.544776617280157333e-02,0.000000000000000000e+00
-6.544186071857360787e-01,-4.871620998438734307e-01,-3.410536248187123198e-01,-9.196743319329247157e+00,-8.975870663391919635e+00,-9.133962608216300794e+00,-9.038651374504832248e+00,-8.860241900346123300e-02,1.060523564414159736e+01,-2.551514742843250971e+01,1.488210463440945475e+01,-2.133833151131512423e-02,0.000000000000000000e+00
-6.586225513180002933e-01,-4.872140886727741038e-01,-3.419308912852390137e-01,-9.240812806527010537e+00,-8.978988243389103729e+00,-9.166983814941890074e+00,-9.052817234974190441e+00,-1.187664097602577490e-01,1.067782817652378213e+01,-2.554765367485862981e+01,1.484450669606845352e+01,-2.773875468826759658e-02,0.000000000000000000e+00
-6.631414647700395459e-01,-4.872663534511528227e-01,-3.427629065577224021e-01,-9.282106042549937541e+00,-8.989396591839241779e+00,-9.200259702546350837e+00,-9.071242931842796509e+00,-1.488256041324003687e-01,1.075619394803718087e+01,-2.557758823231758072e+01,1.479922417428199033e+01,-3.481367458096508438e-02,0.000000000000000000e+00
-6.680399002172187073e-01,-4.873214951417332297e-01,-3.435408188087822334e-01,-9.322743751491257669e+00,-9.008246375773216741e+00,-9.235630689549092054e+00,-9.095359437715352158e+00,-1.790629095503180057e-01,1.084152958491076646e+01,-2.560442922011129241e+01,1.474457791488907610e+01,-4.282412519578999294e-02,0.000000000000000000e+00
-6.734317847765903808e-01,-4.873836673366024885e-01,-3.442461037794504741e-01,-9.365553328203883865e+00,-9.037899083252289856e+00,-9.275801941709312715e+00,-9.127650469746830808e+00,-2.099019484273913494e-01,1.093592964133468470e+01,-2.562715089615739572e+01,1.467751678568554929e+01,-5.219641378654985703e-02,0.000000000000000000e+00
-6.795308443885208494e-01,-4.874605608375221499e-01,-3.448351383534588033e-01,-9.415897390863667837e+00,-9.083946954440023092e+00,-9.326238117978583375e+00,-9.173606227325077356e+00,-2.421040555517573745e-01,1.104331263571836885e+01,-2.564346694370753710e+01,1.459195327179597790e+01,-6.372103692841214750e-02,0.000000000000000000e+00
-6.867317336472811284e-01,-4.875704862028997777e-01,-3.451710636636740048e-01,-9.490597653127972322e+00,-9.164247448782665728e+00,-9.404151631380523568e+00,-9.250693470530086060e+00,-2.774887063157361333e-01,1.117112686907443830e+01,-2.564657633665940040e+01,1.447385705732075678e+01,-7.928046805912392081e-02,0.000000000000000000e+00
-6.910601226767002503e-01,-4.877969760216203099e-01,-3.445750678267234246e-01,-9.716399114620157818e+00,-9.394512063448507533e+00,-9.633313060838577968e+00,-9.477598117230058961e+00,-3.242355814873251196e-01,1.125924716098140976e+01,-2.560358937235988463e+01,1.435100548136751542e+01,-1.069344430870773910e-01,0.000000000000000000e+00
-6.885733554623822972e-01,-4.867112880257111196e-01,-3.451123607320461528e-01,-9.809495354607953743e+00,-9.256534439932721625e+00,-9.654368452450075466e+00,-9.411661342090571480e+00,-2.693118126148611458e-01,1.118613525056581892e+01,-2.565918270171967563e+01,1.449253910212051544e+01,-2.850585201616716302e-02,0.000000000000000000e+00
-6.942076291082939221e-01,-4.827596198074343703e-01,-3.424661613121203207e-01,-1.018937055373512024e+01,-8.612608216920319748e+00,-9.713415760428576462e+00,-9.088563010226840433e+00,1.214238702938386094e-02,1.112408499957973618e+01,-2.569974622094033379e+01,1.460720675122506051e+01,2.903176112686224331e-01,0.000000000000000000e+00
-6.921188256525394600e-01,-4.827893679609580047e-01,-3.433853774217929811e-01,-1.020748350037926144e+01,-8.693897088675722529e+00,-9.751438291223179178e+00,-9.149942297831781701e+00,-7.829151086094627426e-03,1.109682106884617880e+01,-2.573184927703918845e+01,1.467179659591596064e+01,2.823471238181852749e-01,0.000000000000000000e+00
-6.900528291599717923e-01,-4.828444460489539902e-01,-3.443942632588554154e-01,-1.021874994061059105e+01,-8.784174961935917736e+00,-9.787520612551761090e+00,-9.215404289994724607e+00,-3.085287704011013127e-02,1.107254837720403096e+01,-2.576510309861143355e+01,1.473609059807231958e+01,2.706782150222548089e-01,0.000000000000000000e+00
-6.879174462753333552e-01,-4.829617306779315222e-01,-3.455416005248104216e-01,-1.022239478697158965e+01,-8.894024739911579047e+00,-9.824451080103438372e+00,-9.291968446779709012e+00,-6.014865665883886714e-02,1.105142203859811900e+01,-2.579990663792841943e+01,1.480041680517966363e+01,2.520958605270901542e-01,0.000000000000000000e+00
-6.852891746080594926e-01,-4.833042931821280308e-01,-3.470298340601148390e-01,-1.021085025436317473e+01,-9.069202522947961143e+00,-9.871315627983648255e+00,-9.408737149327468074e+00,-1.090680800341944645e-01,1.103374737616231016e+01,-2.583758076513891666e+01,1.486602598256751939e+01,2.124942390854839824e-01,0.000000000000000000e+00
-6.893367065973032837e-01,-4.810895679801076574e-01,-3.458072973525642690e-01,-1.031755814905243618e+01,-8.544242854111637087e+00,-9.781225440329624377e+00,-9.080575562834429348e+00,3.796155910969611913e-02,1.101938798252670537e+01,-2.586551231129127970e+01,1.492128231759613755e+01,3.854036692486142446e-01,0.000000000000000000e+00
-6.876933583762917523e-01,-4.811144957391099708e-01,-3.466968398011960328e-01,-1.033780625000651021e+01,-8.630077176654118887e+00,-9.822039733735820732e+00,-9.145843692924788826e+00,1.961818009426283607e-02,1.099911705534943707e+01,-2.589659542093729172e+01,1.497786305414699193e+01,3.778931441653006762e-01,0.000000000000000000e+00
-6.860830501416049776e-01,-4.811626205313086491e-01,-3.476706353088344637e-01,-1.035473261415130430e+01,-8.725973231926534623e+00,-9.863698321871789076e+00,-9.217007524206028535e+00,-1.756101948902955706e-03,1.098204842409822923e+01,-2.592855701463866325e+01,1.503380325201648482e+01,3.667324915547853226e-01,0.000000000000000000e+00
-6.844003868223638154e-01,-4.812754213338930054e-01,-3.487862564809719457e-01,-1.036877299186339130e+01,-8.845227858150160216e+00,-9.910670809802976322e+00,-9.303330040210553875e+00,-2.978014616576468362e-02,1.096837858919046838e+01,-2.596191138276298105e+01,1.508956642442451823e+01,3.482574147119161800e-01,0.000000000000000000e+00
-6.820288467377479957e-01,-4.816934289002283709e-01,-3.503418229108903881e-01,-1.037918151318506155e+01,-9.062743961309022822e+00,-9.985866613989323071e+00,-9.456058860504741759e+00,-8.407362884651850554e-02,1.095870343231552013e+01,-2.599857715183580353e+01,1.514684290049825854e+01,3.016554526865541375e-01,0.000000000000000000e+00
-6.830677851695396985e-01,-4.808496357098011043e-01,-3.506421239694872405e-01,-1.039168552983092475e+01,-8.902961733308227821e+00,-9.944680978860114706e+00,-9.349966284279020101e+00,-4.366258892460431890e-02,1.095469906188660936e+01,-2.603201213407077930e+01,1.519898394163017485e+01,3.580493595904945536e-01,0.000000000000000000e+00
-6.779718517461241767e-01,-4.823454472403451709e-01,-3.534977566021713646e-01,-1.040701779906751057e+01,-9.460811514637011754e+00,-1.012968126909131072e+01,-9.738148044613193832e+00,-1.849090168195550443e-01,1.094816800879374341e+01,-2.607568778479228300e+01,1.526136851599910571e+01,2.180738106032109880e-01,0.000000000000000000e+00
-6.784845705781473724e-01,-4.818440793612979722e-01,-3.546073587776596980e-01,-1.041302602062843619e+01,-9.421304590911665500e+00,-1.012184993894502760e+01,-9.712480672595056319e+00,-1.822250692643915815e-01,1.095646952733224211e+01,-2.612240155125254049e+01,1.532091699221756365e+01,2.392298860611389300e-01,0.000000000000000000e+00
-6.789626204714189761e-01,-4.813447637615183017e-01,-3.556795743688906941e-01,-1.041921254190873292e+01,-9.382463106353283067e+00,-1.011430283367188387e+01,-9.687372814590114345e+00,-1.785905267015307496e-01,1.096387283771708354e+01,-2.616787851404914278e+01,1.537970069716222099e+01,2.606321985746306580e-01,0.000000000000000000e+00
-6.794120494145273748e-01,-4.808460289493818318e-01,-3.567138878118553680e-01,-1.042554171750683878e+01,-9.343563492405243309e+00,-1.010679428702686167e+01,-9.662310922885202658e+00,-1.739451507923630846e-01,1.097040427241618410e+01,-2.621216843265395013e+01,1.543773385094414330e+01,2.824149584713173122e-01,0.000000000000000000e+00
-6.798389509072428893e-01,-4.803461296575228245e-01,-3.577086846343336402e-01,-1.043196908772029730e+01,-9.303789955820844781e+00,-1.009904258734952620e+01,-9.636716456191598112e+00,-1.681804091501917231e-01,1.097607009038346249e+01,-2.625529560791436268e+01,1.549501593731197957e+01,3.047446473752908336e-01,0.000000000000000000e+00
